Country_all,Polymer_all,Density_all,Shape_all,Size_all,Diameter_all,v_Surf2Col_cont_median_all,v_Col2Sed_cont_median_all,k_Surf2glo_median_all,k_Col2glo_median_all,v_Surf2Col_glo_median_all,v_Col2Sed_glo_median_all,v_Surf2Sed_cont_median_all,v_Surf2Sed_glo_median_all
EC-Japan,LDPE,0.915,Film,0.005,0.005,0.024053201,1.652753003,NaN,0.023095426,NaN,114.0053951,NaN,NaN
EC-Japan,LDPE,0.915,Film,0.001,0.001,0.057704975,3.195004483,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,Film,0.0001,0.0001,0.3469696,8.815620499,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,Film,1.00E-05,1.00E-05,0.184522576,1.601744404,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,Film,1.00E-06,1.00E-06,0.061445052,1.197590931,0.006988934,NaN,0.383845892,0.570382308,NaN,NaN
EC-Japan,PET,1.35,Film,0.005,0.005,15331426.02,20118.38239,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,Film,0.001,0.001,991806.516,5116.999931,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,Film,0.0001,0.0001,779.1932028,140.8149284,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,Film,1.00E-05,1.00E-05,0.379125631,1.89968703,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,Film,1.00E-06,1.00E-06,0.059469382,1.098119077,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,Film,0.005,0.005,0.022882764,1.628720562,0.008501594,0.034431414,0.418094028,153.973596,NaN,NaN
EC-Japan,PP,0.88,Film,0.001,0.001,0.053295737,2.592689486,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,Film,0.0001,0.0001,0.2810367,7.567935723,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,Film,1.00E-05,1.00E-05,0.170956307,1.694001027,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,Film,1.00E-06,1.00E-06,0.043868558,0.93750883,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,Film,0.005,0.005,1365841.355,6004.848466,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,Film,0.001,0.001,43878.47237,1076.286022,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,Film,0.0001,0.0001,299.3839223,445.8541415,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,Film,1.00E-05,1.00E-05,0.247206399,1.679347558,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,Film,1.00E-06,1.00E-06,0.038588231,1.143674406,NaN,0.028135991,NaN,0.155269546,NaN,NaN
NorthSea,EPS,0.03,Film,0.005,0.005,0.035976643,1.081459592,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,Film,0.001,0.001,0.028959743,1.217802024,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,Film,0.0001,0.0001,0.071620096,4.468411233,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,Film,1.00E-05,1.00E-05,0.147881966,1.576125708,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,Film,1.00E-06,1.00E-06,0.03913138,1.125981887,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,Film,0.005,0.005,0.023239799,1.555842169,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,Film,0.001,0.001,0.069625032,4.960692102,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,Film,0.0001,0.0001,0.42955499,13.83853673,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,Film,1.00E-05,1.00E-05,0.165589572,1.566511403,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,Film,1.00E-06,1.00E-06,0.041872762,1.22609698,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,Film,0.005,0.005,0.028303212,1.164199465,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,Film,0.001,0.001,0.04805958,3.15825884,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,Film,0.0001,0.0001,0.324956625,13.36931825,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,Film,1.00E-05,1.00E-05,0.189157548,1.604954613,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,Film,1.00E-06,1.00E-06,0.043851605,1.143662362,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,Film,0.005,0.005,7206835.876,19945.35457,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,Film,0.001,0.001,463824.6806,5059.952618,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,Film,0.0001,0.0001,354.1038516,137.9157515,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,Film,1.00E-05,1.00E-05,0.180155493,1.611487381,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,Film,1.00E-06,1.00E-06,0.040314976,1.174028353,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PP,0.88,Film,0.005,0.005,0.028250467,1.15006856,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PP,0.88,Film,0.001,0.001,0.040835865,2.749507978,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PP,0.88,Film,0.0001,0.0001,0.249614993,12.2845192,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PP,0.88,Film,1.00E-05,1.00E-05,0.159815172,1.622881113,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PP,0.88,Film,1.00E-06,1.00E-06,0.045796865,1.196095561,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PS,1.06,Film,0.005,0.005,571644.4624,5617.363585,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PS,1.06,Film,0.001,0.001,17648.56369,987.0160538,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PS,1.06,Film,0.0001,0.0001,7.810956371,24.51406066,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PS,1.06,Film,1.00E-05,1.00E-05,0.159032228,1.663227238,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PS,1.06,Film,1.00E-06,1.00E-06,0.044807402,1.170208485,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,EPS,0.03,Film,0.005,0.005,0.071692695,4.940925928,0.066052879,0.036474164,0.028992356,28.89522873,NaN,NaN
GG_Ext,EPS,0.03,Film,0.001,0.001,0.064632628,4.618433376,0.04494382,0.61494396,0.158439818,253.4912278,NaN,NaN
GG_Ext,EPS,0.03,Film,0.0001,0.0001,0.074699211,8.817590395,0.079734219,NaN,9.752380538,27.4672034,NaN,NaN
GG_Ext,EPS,0.03,Film,1.00E-05,1.00E-05,0.10505197,4.405507425,0.066666667,0.040955631,0.989426962,0.98323817,NaN,NaN
GG_Ext,EPS,0.03,Film,1.00E-06,1.00E-06,0.06786417,4.184855418,0.019354839,0.033850494,0.098053105,1.019294817,NaN,NaN
GG_Ext,HDPE,0.953,Film,0.005,0.005,0.079747756,5.523561412,0.04743083,0.844444444,0.353556767,461.2382812,NaN,NaN
GG_Ext,HDPE,0.953,Film,0.001,0.001,0.089300394,10.40769883,0.077328574,6.749999997,6.506610681,140.8754757,NaN,NaN
GG_Ext,HDPE,0.953,Film,0.0001,0.0001,0.427087003,15.78927609,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,HDPE,0.953,Film,1.00E-05,1.00E-05,0.116936842,4.572501188,0.048582996,0.041958042,0.678422394,1.063733039,NaN,NaN
GG_Ext,HDPE,0.953,Film,1.00E-06,1.00E-06,0.080337944,4.166259829,NaN,0.139534884,NaN,1.0962868,NaN,NaN
GG_Ext,LDPE,0.915,Film,0.005,0.005,0.065993735,5.138770107,0.040676222,0.043399638,0.200883344,331.3209542,NaN,NaN
GG_Ext,LDPE,0.915,Film,0.001,0.001,0.066749779,7.647812291,0.052980132,0.196721311,3.93868353,206.7391854,NaN,NaN
GG_Ext,LDPE,0.915,Film,0.0001,0.0001,0.298170077,15.09743053,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,LDPE,0.915,Film,1.00E-05,1.00E-05,0.122901293,5.174654514,0.051508076,0.149122807,2.416249696,0.902206679,NaN,NaN
GG_Ext,LDPE,0.915,Film,1.00E-06,1.00E-06,0.068621307,4.514197064,0.050847458,0.021071115,0.723586481,0.2695149,NaN,NaN
GG_Ext,PET,1.35,Film,0.005,0.005,2907529.427,20117.85363,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,PET,1.35,Film,0.001,0.001,188069.1504,5116.563737,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,PET,1.35,Film,0.0001,0.0001,149.9186558,140.5339858,NaN,NaN,NaN,NaN,NaN,NaN
GG_Ext,PET,1.35,Film,1.00E-05,1.00E-05,0.134740252,4.589677356,0.068134594,0.066843685,2.050471415,0.905497333,NaN,NaN
GG_Ext,PET,1.35,Film,1.00E-06,1.00E-06,0.067051984,3.875485384,NaN,0.034837481,NaN,0.804778754,NaN,NaN
GG_Ext,PP,0.88,Film,0.005,0.005,0.074965287,4.343023192,0.043715847,0.024144869,0.149067811,317.7061325,NaN,NaN
GG_Ext,PP,0.88,Film,0.001,0.001,0.062177334,5.82218026,0.051835853,0.857142857,1.595121228,299.9551471,NaN,NaN
GG_Ext,PP,0.88,Film,1.00E-05,1.00E-05,0.132570345,4.566332444,0.05856147,0.118811881,1.042368625,0.897290057,NaN,NaN
GG_Ext,PP,0.88,Film,1.00E-06,1.00E-06,0.074358735,4.530007681,NaN,0.024873137,NaN,0.257352009,NaN,NaN
GG_Ext,PS,1.06,Film,0.005,0.005,259038.8267,6004.848473,NaN,NaN,NaN,NaN,NaN,NaN
